SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,Năm thi
02000235,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,8,7.75,5.5,5.6,,2022
02000236,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,7.5,6.25,6.25,8.8,,2022
02000237,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,7.75,7,5.75,8.8,,2022
02000238,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,8.25,8.25,,,,8.8,8.5,2022
02000239,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,9,6.25,4.5,7.8,,2022
02000240,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,7.5,8,3.75,6.8,,2022
02000241,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,8.75,8,6.5,9.2,,2022
02000242,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,4,8,5,5.2,,2022
02000243,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.25,,,7,5.75,3.25,9.2,,2022
02000244,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,6.25,8.25,5.25,,,2022
02000245,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,8.5,6.5,5.25,8.4,,2022
02000246,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,6,7.25,4.5,7.8,,2022
02000247,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,8,7.75,,,,,8.5,2022
02000248,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7,5,4.5,8.8,,2022
02000249,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.75,,,7.75,4,3.75,9,,2022
02000250,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.25,,,7.75,7.5,5,9.2,,2022
02000251,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,2.75,7.75,6.5,9,,2022
02000252,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,7.25,7.75,,,,9,7.75,2022
02000253,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,8,7,3.5,8,,2022
02000254,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,7,7.5,6.75,6.8,,2022
02000255,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,5.25,5.5,3.25,7.4,,2022
02000256,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,6.75,7.25,4.25,7,,2022
02000257,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,7.5,5.25,3.75,8.4,,2022
02000258,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,6.75,7.5,,,,7.4,8.5,2022
02000259,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.5,,,6.75,8.25,4.5,7.6,,2022
02000260,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.25,,,7.75,6.5,4.25,7.8,,2022
02000261,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,8,7.5,6.75,9.6,,2022
02000262,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7,,,8,8.25,6,8.4,,2022
02000263,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6,6.5,5.75,8.6,,2022
02000264,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,6,6,,,,6.4,8,2022
02000265,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,,,6.25,7.75,4,8,,2022
02000266,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8,,,7,6.25,4,9.2,,2022
02000267,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,8,8.25,4.25,5,,2022
02000268,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,6.5,7.75,8,6.4,,2022
02000269,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.25,,,4.5,5.5,4.5,8,,2022
02000270,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,7.75,6.25,,,,7.4,8.5,2022
02000271,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,7.5,7,,,,7.8,8.5,2022
02000272,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,6.25,7,,,,,8.5,2022
02000273,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,5.5,9,8.25,9,,2022
02000274,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,6.5,6.5,5,6.2,,2022
02000275,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,5.25,6.25,4,,,2022
02000276,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,8.25,6.5,,,,9,7.5,2022
02000277,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.25,,,5.25,6.25,5,8.4,,2022
02000278,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,5.75,,,7,9.75,8.75,6,,2022
02000279,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,7.25,7,,,,8,8.25,2022
02000280,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,8.75,7.25,,,,9.2,8.75,2022
02000281,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,6.75,8,5.5,8,,2022
02000282,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6,,,8.25,7.5,3.75,8.2,,2022
02000283,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6,,,5.75,8.5,9,7.2,,2022
02000284,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,7.25,7.5,6.25,8.8,,2022
02000285,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,5.75,6.5,4.25,9,,2022
02000286,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,5.75,6.5,,,,5.6,6.75,2022
02000287,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,7,7.25,4.25,5.8,,2022
02000288,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,8,6.5,,,,7,7.5,2022
02000289,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,6.25,8,,,,7.6,6.75,2022
02000290,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,7.75,6.75,,,,9.8,7.75,2022
02000291,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,6.25,6.5,,,,8,7.75,2022
02000292,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,6.75,5.25,,,,9,7.25,2022
02000293,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,7.75,5,,,,8.6,7.75,2022
02000294,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,6.75,7.75,,,,7.6,7.75,2022
02000295,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,9.25,7.25,,,,9,9,2022
02000296,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8,7.25,8.5,,,,6.8,8.5,2022
02000297,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,,,5.25,5,4,8.6,,2022
02000298,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8,,,7,5.25,5.75,,,2022
02000299,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,6.5,8.75,3.5,6.4,,2022
02000300,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,7.25,5.5,3,8.2,,2022
02000301,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,7.75,,,6.5,8,6.25,8.8,,2022
02000302,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.5,,,7.25,6.25,4.75,7.6,,2022
02000303,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.25,,,6.25,5.5,4.25,9.4,,2022
02000304,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,7,7.75,4.75,8.4,,2022
02000305,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,5.75,6.75,5,,,2022
02000306,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,8.5,8.5,,,,9.2,9.25,2022
02000307,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,7.5,7.25,5.75,9,,2022
02000308,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,8.25,8.5,5.5,7,,2022
02000309,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,6.25,6.5,4.5,5.6,,2022
02000310,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,8.25,6.75,,,,7,9.25,2022
02000311,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,8,8.75,5.75,9.4,,2022
02000312,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,7.25,7.75,5,7.8,,2022
02000313,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,7.5,7.5,,,,9,8,2022
02000314,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,7.75,7.5,5,7.4,,2022
02000315,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,7,4.5,3.5,,,2022
02000316,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,6.5,6.75,5,7.6,,2022
02000318,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.25,,,8.25,8,4.75,7.2,,2022
02000319,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.75,,,7,5.75,4,6.6,,2022
02000320,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6,,,7.75,7.25,5.25,8.6,,2022
02000321,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,7.25,6.75,4.25,9,,2022
02000322,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,4,8.5,6.75,6.2,,2022
02000323,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,7.75,8,,,,9.2,7,2022
02000324,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,5,5.25,3.75,7.4,,2022
02000325,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5,8,7.25,,,,7.4,8.25,2022
02000326,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,7,6.25,4.5,7,,2022
02000327,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,7.25,8.25,6.5,7.6,,2022
02000328,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,7,6.75,4.75,5.6,,2022
02000329,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,6.75,6,,,,7.4,8.25,2022
02000330,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.25,,,7.25,8.5,6.5,9,,2022
02000331,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,4.25,,,5.5,6.5,7,6.8,,2022
02000332,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,8,8.75,,,,9.2,8.5,2022
02000333,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,4.75,5.5,2.75,7.4,,2022
02000334,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8.25,7.25,7.5,,,,8.4,7.5,2022
02000335,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.75,,,7.5,8.25,6.5,9.2,,2022
02000336,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,7.75,6.75,5.25,9.2,,2022
02000337,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,,,4.5,7,4.25,6.8,,2022
02000338,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6,,,7.5,7.75,4.75,8.6,,2022
02000339,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,7.75,7.5,,,,8.2,8.25,2022
02000340,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.75,,,6.25,3.75,4,6.4,,2022
02000341,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,7.5,6.75,,,,7.2,9.25,2022
02000342,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,8,7.25,,,,9.8,9.25,2022
02000343,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,9.25,7,,,,8.2,9,2022
02000344,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,6.25,5.75,4.5,8.6,,2022
02000345,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,7.5,6.75,6.5,8.8,,2022
02000346,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,6.5,7,,,,9.6,8.5,2022
02000347,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,7,5,,,,8.8,8.25,2022
02000348,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,8.5,7.25,,,,9,8.25,2022
02000349,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.5,7.25,6.25,,,,8.6,8.5,2022
02000350,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,5.25,6.75,4.5,9.4,,2022
02000351,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,6.5,6.75,,,,7.4,7.75,2022
02000352,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.25,,,8.25,7.5,6.75,7.6,,2022
02000353,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,7.25,8,5,9,,2022
02000354,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,8.75,7.5,,,,9.2,8.5,2022
02000355,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,7,7,,,,7.8,8.25,2022
02000356,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,4.75,6.75,,,,7.4,8,2022
02000357,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,7,7,,,,7.8,8,2022
02000358,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,6.25,6.75,,,,7.4,8.25,2022
02000359,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,7.75,7.25,,,,7.4,9,2022
02000360,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,4.75,,,5.25,7,3,,,2022
02000361,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,,,6,6.5,3.75,8.4,,2022
02000362,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.5,,,5,7.25,5.5,7.8,,2022
02000363,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.5,,,7.5,7,5,7.6,,2022
02000364,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,5,7.5,6.5,6.6,,2022
02000365,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,6,5,2.75,7.6,,2022
02000366,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,7.75,6,,,,7.2,8.5,2022
02000367,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7,,,6.25,8.75,6,8.8,,2022
02000368,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4.75,,,7,4.75,3.75,7.8,,2022
02000369,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,6.25,7.75,2.75,6.8,,2022
02000370,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5,,,7.75,3.75,4.25,7.6,,2022
02000371,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,8,8.25,,,,9.6,8.25,2022
02000372,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8,8.5,6.75,,,,7.4,7.75,2022
02000373,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,8.25,6.75,,,,8.4,9,2022
02000374,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,6.75,5.5,5.25,7.2,,2022
02000375,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.5,,,6.75,7.25,4,3.6,,2022
02000376,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,7,5.5,5.75,,,,7,8.25,2022
02000377,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.25,,,4.75,8,4.5,9.2,,2022
02000378,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,8.25,7.25,6.25,8.4,,2022
02000379,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,7.75,8,6.5,8.8,,2022
02000380,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.25,,,5,4.5,5,8.6,,2022
02000381,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,6.5,8.25,5,7.6,,2022
02000382,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,6.25,6,3,8.8,,2022
02000383,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,6.75,7.75,4.25,8,,2022
02000384,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.17,,,7.75,7,4.75,8.8,,2022
02000385,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,7.5,7.25,6.25,9,,2022
02000386,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,7.25,7.5,4,5.6,,2022
02000387,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,6,5.75,,,,6.8,6.75,2022
02000388,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,,,4.5,5.5,3,4.2,,2022
02000389,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,7.25,6.5,,,,7.6,8.25,2022
02000390,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,7.5,6.5,,,,8,7.75,2022
02000391,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,6.75,4.5,3.5,7.8,,2022
02000392,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8,8,6,,,,6.6,7.5,2022
02000393,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8,6.5,6.25,,,,6.6,8,2022
02000394,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,6.75,8.5,7,8.8,,2022
02000395,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,6,6.5,6.5,9,,2022
02000396,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,8.25,,,6.25,5.25,4.75,5.6,,2022
02000397,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,7.75,8.5,6.25,8.6,,2022
02000398,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,6,5.25,3.75,7.6,,2022
02000399,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,8.5,7.75,3.75,9,,2022
02000400,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,6.5,6.25,6,9.2,,2022
02000401,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,8,8.25,,,,8,8.75,2022
02000402,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,7.5,7,4,8.8,,2022
02000403,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,6.75,7.25,,,,7.8,8.5,2022
02000404,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,7.5,8.25,3.25,7.4,,2022
02000405,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,2.5,6.75,6,4.6,,2022
02000406,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,5.75,7,3.5,8,,2022
02000407,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,4.25,6,,,,6.4,8,2022
02000408,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6.5,8.25,5,8.6,,2022
02000409,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,6,7.25,,,,6.4,8.25,2022
02000410,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8,7.25,8,,,,8.4,8.75,2022
02000411,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,7.5,7.25,8,,,,9.2,8.25,2022
02000412,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,7,,,7.5,6.5,5.25,8.2,,2022
02000413,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4.25,,,6.75,5,4,8.4,,2022
02000414,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,7,7.5,,,,8.8,7.25,2022
02000415,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,6.25,8.75,2.5,4.6,,2022
02000416,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,,,7.75,6.75,6.25,8.6,,2022
02000417,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,7,7.5,5.5,9.2,,2022
02000418,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,9,8.25,6.25,7.6,,2022
02000419,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7,,,7,5.5,3.5,9,,2022
02000420,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,5.5,5.25,4,8,,2022
02000421,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5,,,7.5,6.75,2.5,9.2,,2022
02000422,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.75,,,7.25,5.5,3,7.6,,2022
02000423,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,5.75,6.25,4.25,7.2,,2022
02000424,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.75,,,7,5.75,5.25,9,,2022
02000425,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,6.75,6.75,,,,8,8.25,2022
02000426,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,8.5,7.5,,,,7.8,8.75,2022
02000427,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,6,5.5,3,8.4,,2022
02000428,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,7,6.25,,,,7.4,8.25,2022
02000429,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,6.25,5.5,3.25,8.6,,2022
02000430,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5,,,7.75,7.5,4,8,,2022
02000431,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7,8,3.5,8.4,,2022
02000432,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,6.5,6.5,,,,9,8.75,2022
02000433,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,,,7.75,5.5,3.75,7.6,,2022
02000434,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.75,,,5.5,5.25,5,9.4,,2022
02000435,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,5,7,8,6.4,,2022
02000436,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7.75,5.25,6,,,,7.4,7,2022
02000437,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,5.75,8.25,4.5,9,,2022
02000438,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,7.75,6.75,3.25,9.2,,2022
02000439,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,7.5,7.75,4.5,8.4,,2022
02000440,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,8.5,4.75,4,7.6,,2022
02000441,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,7.75,7.25,,,,8.8,8.5,2022
02000442,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,8.25,7.25,5,9.4,,2022
02000443,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.5,,,6.75,5.5,5,7.4,,2022
02000444,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,7.25,6.5,,,,8.6,8.5,2022
02000445,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,8,9,8,9.4,,2022
02000446,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,7.75,8.5,5.75,8.8,,2022
02000447,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,8.5,5,3,9,,2022
02000448,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.25,,,7,8.25,8.5,6.6,,2022
02000449,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.75,,,8.25,9,5,5.8,,2022
02000450,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,6.75,8,5.75,7.6,,2022
02000451,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,7.5,8,3.75,7.4,,2022
02000452,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.5,6,5.25,7.4,,2022
02000453,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,7.5,5.25,4.25,8.8,,2022
02000454,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5.5,6.5,4.5,,,2022
02000455,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,7.5,5.75,4.75,8.6,,2022
02000456,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,4.75,,,6.25,5.25,3,8.4,,2022
02000457,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,7.5,8,5.25,7.6,,2022
02000458,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,8.75,8.25,,,,7.4,8.5,2022
02000459,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,6.5,4.75,4.75,8.4,,2022
02000460,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,9,7.5,,,,8.6,9,2022
02000461,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,8.5,6.25,3.25,8.6,,2022
02000462,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,8,8.25,4,7.4,,2022
02000463,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,7.25,8,4.75,8.4,,2022
02000464,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,,,5,5.25,3,8.6,,2022
02000465,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,7.5,7.25,,,,8.4,9,2022
02000466,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.5,,,8,8,2,8.6,,2022
02000467,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,6.5,6.25,4.5,8.2,,2022
02000468,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.5,8,7.25,,,,7.2,7,2022
02000469,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8,8,7,,,,7.6,7.75,2022
02000470,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,6.5,4.75,5,8,,2022
02000471,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7.75,8.25,5.75,7,,2022
02000472,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7,,,8,6.25,6.75,9.6,,2022
02000473,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6,6.75,4.75,9.2,,2022
02000474,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,4.75,8,5.5,8.6,,2022
02000475,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,6.5,7.75,,,,8.8,8.5,2022
